RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL HOLES,YEAR
T1,T1,Patrick Cantlay,85.0,3.95,3285.0,832.0,2021.0
T1,T1,Seamus Power,58.0,3.95,2452.0,620.0,2021.0
T3,T3,Abraham Ancer,101.0,3.96,4154.0,1048.0,2021.0
T3,T3,Daniel Berger,87.0,3.96,3588.0,906.0,2021.0
T3,T3,Emiliano Grillo,100.0,3.96,4044.0,1022.0,2021.0
T3,T3,Chris Kirk,90.0,3.96,3645.0,920.0,2021.0
T3,T8,Jon Rahm,86.0,3.96,3201.0,808.0,2021.0
T3,T3,Webb Simpson,77.0,3.96,3171.0,800.0,2021.0
T9,T8,Doug Ghim,90.0,3.97,3641.0,916.0,2021.0
T9,T8,Russell Henley,87.0,3.97,3596.0,906.0,2021.0
T9,T8,Justin Thomas,87.0,3.97,3546.0,894.0,2021.0
T12,T8,Sam Burns,88.0,3.98,3540.0,890.0,2021.0
T12,T15,James Hahn,72.0,3.98,2953.0,742.0,2021.0
T12,T19,Viktor Hovland,90.0,3.98,3469.0,871.0,2021.0
T12,T15,Charles Howell III,70.0,3.98,2945.0,740.0,2021.0
T12,T8,Collin Morikawa,83.0,3.98,3326.0,836.0,2021.0
T12,T19,Kevin Na,90.0,3.98,3714.0,934.0,2021.0
T12,T8,Louis Oosthuizen,81.0,3.98,3127.0,786.0,2021.0
T12,T15,Scottie Scheffler,109.0,3.98,4083.0,1026.0,2021.0
T12,T15,Cameron Tringale,94.0,3.98,3877.0,974.0,2021.0
T21,T19,Ryan Armour,80.0,3.99,3328.0,834.0,2021.0
T21,T19,Corey Conners,107.0,3.99,4366.0,1094.0,2021.0
T21,T34,Bryson DeChambeau,83.0,3.99,3443.0,862.0,2021.0
T21,T19,Tony Finau,97.0,3.99,3835.0,960.0,2021.0
T21,T34,Sergio Garcia,79.0,3.99,3219.0,806.0,2021.0
T21,T19,Tyrrell Hatton,63.0,3.99,2341.0,586.0,2021.0
T21,T19,Sungjae Im,127.0,3.99,5175.0,1296.0,2021.0
T21,T19,Dustin Johnson,75.0,3.99,3114.0,780.0,2021.0
T21,T19,Si Woo Kim,97.0,3.99,3969.0,994.0,2021.0
T21,T19,Patton Kizzire,102.0,3.99,4318.0,1082.0,2021.0
T21,T19,Brooks Koepka,66.0,3.99,2826.0,708.0,2021.0
T21,T19,Anirban Lahiri,68.0,3.99,2886.0,724.0,2021.0
T21,T19,Patrick Reed,81.0,3.99,3297.0,826.0,2021.0
T21,T19,Roger Sloan,88.0,3.99,3483.0,872.0,2021.0
T21,T19,Jordan Spieth,92.0,3.99,3683.0,924.0,2021.0
T36,T34,Austin Cook,78.0,4.0,3073.0,768.0,2021.0
T36,T34,Cam Davis,94.0,4.0,3999.0,1000.0,2021.0
T36,T34,Brice Garnett,100.0,4.0,3972.0,992.0,2021.0
T36,T34,Charley Hoffman,103.0,4.0,4183.0,1046.0,2021.0
T36,T34,Russell Knox,96.0,4.0,3890.0,972.0,2021.0
T36,T34,Rory McIlroy,77.0,4.0,3127.0,782.0,2021.0
T36,T34,Maverick McNealy,84.0,4.0,3331.0,832.0,2021.0
T36,T34,Ryan Palmer,81.0,4.0,3105.0,776.0,2021.0
T36,T50,Xander Schauffele,83.0,4.0,3236.0,808.0,2021.0
T36,T34,Chase Seiffert,84.0,4.0,3322.0,830.0,2021.0
T36,T50,Cameron Smith,89.0,4.0,3531.0,882.0,2021.0
T36,T34,Kevin Streelman,102.0,4.0,4109.0,1028.0,2021.0
T36,T34,Jhonattan Vegas,90.0,4.0,3726.0,932.0,2021.0
T36,T34,Will Zalatoris,90.0,4.0,3731.0,932.0,2021.0
T50,T50,Paul Casey,75.0,4.01,3017.0,752.0,2021.0
T50,T50,Joel Dahmen,88.0,4.01,3459.0,862.0,2021.0
T50,T34,Harris English,95.0,4.01,3989.0,996.0,2021.0
T50,T50,Talor Gooch,97.0,4.01,3797.0,948.0,2021.0
T50,T50,Chesson Hadley,78.0,4.01,3107.0,774.0,2021.0
T50,T50,Brian Harman,105.0,4.01,4327.0,1080.0,2021.0
T50,T50,David Hearn,68.0,4.01,2697.0,672.0,2021.0
T50,T50,Bo Hoag,93.0,4.01,3675.0,917.0,2021.0
T50,T50,Matt Jones,104.0,4.01,4426.0,1104.0,2021.0
T50,T50,Satoshi Kodaira,80.0,4.01,3226.0,804.0,2021.0
T50,T50,Matt Kuchar,75.0,4.01,2832.0,706.0,2021.0
T50,T50,Hank Lebioda,74.0,4.01,3053.0,762.0,2021.0
T50,T50,Hideki Matsuyama,96.0,4.01,3925.0,978.0,2021.0
T50,T34,Joaquin Niemann,105.0,4.01,4431.0,1106.0,2021.0
T50,T50,Carlos Ortiz,95.0,4.01,3914.0,976.0,2021.0
T50,T50,Chez Reavie,90.0,4.01,3647.0,910.0,2021.0
T50,T50,Kyle Stanley,96.0,4.01,3838.0,958.0,2021.0
T50,T50,Brian Stuard,108.0,4.01,4462.0,1114.0,2021.0
T50,T50,Nick Taylor,94.0,4.01,3806.0,950.0,2021.0
T50,T50,Josh Teater,54.0,4.01,2013.0,502.0,2021.0
T50,T50,Camilo Villegas,81.0,4.01,3302.0,824.0,2021.0
T71,T71,Aaron Baddeley,60.0,4.02,2291.0,570.0,2021.0
T71,T71,Chris Baker,62.0,4.02,2323.0,578.0,2021.0
T71,T71,Keegan Bradley,90.0,4.02,3665.0,912.0,2021.0
T71,T71,Joseph Bramlett,84.0,4.02,3284.0,816.0,2021.0
T71,T71,Matt Fitzpatrick,69.0,4.02,2783.0,692.0,2021.0
T71,T71,Lucas Glover,98.0,4.02,4122.0,1026.0,2021.0
T71,T71,Branden Grace,87.0,4.02,3438.0,856.0,2021.0
T71,T71,Kramer Hickok,71.0,4.02,2934.0,729.0,2021.0
T71,T71,Tom Hoge,100.0,4.02,4049.0,1006.0,2021.0
T71,T97,Billy Horschel,97.0,4.02,3709.0,922.0,2021.0
T71,T71,C.T. Pan,82.0,4.02,3463.0,862.0,2021.0
T71,T71,Pat Perez,104.0,4.02,4090.0,1018.0,2021.0
T71,T71,Ian Poulter,76.0,4.02,3136.0,780.0,2021.0
T71,T71,Doc Redman,84.0,4.02,3212.0,800.0,2021.0
T71,T71,Rory Sabbatini,75.0,4.02,3257.0,810.0,2021.0
T71,T71,Adam Schenk,110.0,4.02,4357.0,1084.0,2021.0
T71,T71,Charl Schwartzel,90.0,4.02,3589.0,892.0,2021.0
T71,T71,Scott Stallings,84.0,4.02,3257.0,810.0,2021.0
T71,T71,Sepp Straka,100.0,4.02,4169.0,1036.0,2021.0
T71,T71,Robert Streb,84.0,4.02,3606.0,896.0,2021.0
T71,T71,Brendon Todd,93.0,4.02,3729.0,928.0,2021.0
T71,T71,Kevin Tway,68.0,4.02,2669.0,664.0,2021.0
T71,T71,Erik van Rooyen,85.0,4.02,3159.0,786.0,2021.0
T71,T71,Harold Varner III,96.0,4.02,3910.0,972.0,2021.0
T71,T71,Vince Whaley,88.0,4.02,3379.0,840.0,2021.0
T71,T71,Aaron Wise,82.0,4.02,3429.0,854.0,2021.0
T97,T97,Stewart Cink,90.0,4.03,3958.0,982.0,2021.0
T97,T97,Harry Higgs,82.0,4.03,3417.0,848.0,2021.0
T97,T97,Zach Johnson,84.0,4.03,3670.0,910.0,2021.0
T97,T97,Kevin Kisner,83.0,4.03,3392.0,842.0,2021.0
T97,T97,Jason Kokrak,95.0,4.03,3768.0,936.0,2021.0
T97,T97,K.H. Lee,110.0,4.03,4549.0,1130.0,2021.0
T97,T97,Shane Lowry,79.0,4.03,3277.0,814.0,2021.0
T97,T97,Ben Martin,54.0,4.03,2106.0,522.0,2021.0
T97,T97,Sebastián Muñoz,105.0,4.03,4367.0,1084.0,2021.0
T97,T97,Matthew NeSmith,90.0,4.03,3780.0,938.0,2021.0
T97,T97,Henrik Norlander,88.0,4.03,3577.0,888.0,2021.0
T97,T97,Cameron Percy,85.0,4.03,3267.0,810.0,2021.0
T97,T97,Scott Piercy,85.0,4.03,3432.0,852.0,2021.0
T97,T97,Andrew Putnam,95.0,4.03,3833.0,952.0,2021.0
T97,T97,Brandt Snedeker,90.0,4.03,3594.0,892.0,2021.0
T97,T97,Vaughn Taylor,81.0,4.03,3318.0,823.0,2021.0
T97,T97,Michael Thompson,80.0,4.03,3187.0,790.0,2021.0
T114,T116,Mark Anderson,62.0,4.04,2370.0,586.0,2021.0
T114,T116,Bronson Burgoon,76.0,4.04,3075.0,762.0,2021.0
T114,T116,Jason Day,68.0,4.04,2729.0,676.0,2021.0
T114,T116,Jason Dufner,88.0,4.04,3695.0,914.0,2021.0
T114,T116,Brandon Hagy,82.0,4.04,3160.0,782.0,2021.0
T114,T116,Beau Hossler,92.0,4.04,3760.0,930.0,2021.0
T114,T116,Adam Long,87.0,4.04,3598.0,890.0,2021.0
T114,T116,Peter Malnati,84.0,4.04,3481.0,862.0,2021.0
T114,T116,Denny McCarthy,94.0,4.04,4021.0,996.0,2021.0
T114,T116,Troy Merritt,104.0,4.04,4241.0,1050.0,2021.0
T114,T116,Keith Mitchell,88.0,4.04,3656.0,906.0,2021.0
T114,T116,Rob Oppenheim,80.0,4.04,3165.0,784.0,2021.0
T114,T116,Sam Ryder,94.0,4.04,3706.0,918.0,2021.0
T114,T116,D.J. Trahan,70.0,4.04,2822.0,698.0,2021.0
T128,T130,Rickie Fowler,78.0,4.05,3325.0,820.0,2021.0
T128,T130,Dylan Frittelli,78.0,4.05,3087.0,762.0,2021.0
T128,T130,Michael Gellerman,51.0,4.05,2007.0,495.0,2021.0
T128,T130,Michael Gligic,88.0,4.05,3424.0,846.0,2021.0
T128,T130,Lanto Griffin,95.0,4.05,3847.0,950.0,2021.0
T128,T130,Mark Hubbard,102.0,4.05,4147.0,1024.0,2021.0
T128,T130,Mackenzie Hughes,94.0,4.05,3898.0,962.0,2021.0
T128,T130,John Huh,62.0,4.05,2503.0,618.0,2021.0
T128,T130,Martin Laird,82.0,4.05,3380.0,834.0,2021.0
T128,T130,Andrew Landry,72.0,4.05,2843.0,702.0,2021.0
T128,T130,Patrick Rodgers,106.0,4.05,4369.0,1078.0,2021.0
T128,T130,Hudson Swafford,82.0,4.05,3546.0,876.0,2021.0
T128,T130,Richy Werenski,94.0,4.05,3690.0,912.0,2021.0
T128,T130,Lee Westwood,65.0,4.05,2698.0,666.0,2021.0
T142,T144,Ryan Brehm,62.0,4.06,2478.0,610.0,2021.0
T142,T144,Scott Brown,84.0,4.06,3412.0,840.0,2021.0
T142,T144,Rafael Campos,64.0,4.06,2579.0,636.0,2021.0
T142,T144,Cameron Champ,79.0,4.06,3168.0,780.0,2021.0
T142,T144,Wyndham Clark,84.0,4.06,3382.0,832.0,2021.0
T142,T144,Tommy Fleetwood,65.0,4.06,2598.0,640.0,2021.0
T142,T144,Will Gordon,92.0,4.06,3794.0,934.0,2021.0
T142,T144,Bill Haas,50.0,4.06,1877.0,462.0,2021.0
T142,T144,Adam Hadwin,90.0,4.06,3817.0,940.0,2021.0
T142,T144,Scott Harrington,85.0,4.06,3390.0,835.0,2021.0
T142,T144,Max Homa,93.0,4.06,3675.0,906.0,2021.0
T142,T144,Nate Lashley,78.0,4.06,3335.0,822.0,2021.0
T142,T144,Marc Leishman,83.0,4.06,3259.0,802.0,2021.0
T142,T144,Luke List,91.0,4.06,3821.0,942.0,2021.0
T142,T144,Alex Noren,86.0,4.06,3457.0,852.0,2021.0
T142,T144,J.T. Poston,87.0,4.06,3617.0,890.0,2021.0
T142,T144,Adam Scott,72.0,4.06,3204.0,790.0,2021.0
T142,T144,Brendan Steele,82.0,4.06,3253.0,802.0,2021.0
T142,T144,Bubba Watson,77.0,4.06,2930.0,722.0,2021.0
T142,T144,Matthew Wolff,60.0,4.06,2385.0,588.0,2021.0
T162,T164,Byeong Hun An,86.0,4.07,3602.0,884.0,2021.0
T162,T164,Rafa Cabrera Bello,76.0,4.07,3234.0,794.0,2021.0
T162,T164,Luke Donald,58.0,4.07,2417.0,594.0,2021.0
T162,T164,Rhein Gibson,62.0,4.07,2384.0,586.0,2021.0
T162,T164,Jim Herman,66.0,4.07,2863.0,704.0,2021.0
T162,T164,Nelson Ledesma,54.0,4.07,2045.0,502.0,2021.0
T162,T164,Tom Lewis,88.0,4.07,3448.0,848.0,2021.0
T162,T164,Tyler McCumber,70.0,4.07,2969.0,730.0,2021.0
T162,T164,J.J. Spaun,76.0,4.07,3102.0,762.0,2021.0
T162,T164,Ben Taylor,56.0,4.07,2147.0,528.0,2021.0
T162,T164,Nick Watney,62.0,4.07,2319.0,570.0,2021.0
T173,T176,Tyler Duncan,98.0,4.08,3840.0,942.0,2021.0
T173,T176,Fabián Gómez,60.0,4.08,2303.0,565.0,2021.0
T173,T176,Sean O'Hair,55.0,4.08,2195.0,538.0,2021.0
T173,T176,Bo Van Pelt,78.0,4.08,3101.0,760.0,2021.0
T173,T176,Matt Wallace,60.0,4.08,2344.0,575.0,2021.0
T178,T181,Brian Gay,72.0,4.09,3104.0,758.0,2021.0
T178,T181,Danny Lee,61.0,4.09,2517.0,615.0,2021.0
T178,T181,"Ted Potter, Jr.",68.0,4.09,2939.0,718.0,2021.0
T178,T181,Justin Rose,58.0,4.09,2363.0,578.0,2021.0
T178,T181,Robby Shelton,86.0,4.09,3512.0,858.0,2021.0
T178,T181,Gary Woodland,74.0,4.09,3030.0,740.0,2021.0
T178,T181,Xinjun Zhang,72.0,4.09,2938.0,718.0,2021.0
T185,T188,Sebastian Cappelen,60.0,4.1,2318.0,566.0,2021.0
T185,T188,K.J. Choi,54.0,4.1,2257.0,550.0,2021.0
T185,T188,Hunter Mahan,59.0,4.1,2478.0,605.0,2021.0
T185,T188,Phil Mickelson,74.0,4.1,3178.0,776.0,2021.0
T185,T188,Kris Ventura,78.0,4.1,2996.0,730.0,2021.0
T190,T193,Sung Kang,90.0,4.11,3785.0,920.0,2021.0
T190,T193,Danny Willett,51.0,4.11,2012.0,490.0,2021.0
T192,T195,J.B. Holmes,50.0,4.12,2089.0,507.0,2021.0
T192,T195,Jimmy Walker,74.0,4.12,3208.0,778.0,2021.0
T194,T197,Grayson Murray,53.0,4.13,2102.0,509.0,2021.0
T194,T197,Martin Trainer,63.0,4.13,2584.0,626.0,2021.0
